#<MCEnsembleInfo>clover_s32_t256_ud860_s743</MCEnsembleInfo>
 # MomRay ar # P^2 = 0 # Box Irrep T1u

E_lab,E_cm
2.869602051114,2.869602051114
4.739288255802,4.739288255802
5.713430339983,5.713430339983
6.354866323064,6.354866323064
6.815709971993,6.815709971993
7.572763501913,7.572763501913
8.448249981297,8.448249981297
