#<MCEnsembleInfo>clover_s32_t256_ud860_s743</MCEnsembleInfo>
 # MomRay oa # P^2 = 1 # Box Irrep A1

E_lab,E_cm,Omega_re,Omega_im
3.200000000000,2.850047520735,35.342499637553,0.000000000000
3.201000000000,2.851170263321,35.301398916589,0.000000000000
3.202000000000,2.852292914560,35.260211732044,0.000000000000
3.203000000000,2.853415474558,35.218937766224,0.000000000000
3.204000000000,2.854537943424,35.177576697764,0.000000000000
3.205000000000,2.855660321265,35.136128201581,0.000000000000
3.206000000000,2.856782608188,35.094591948816,0.000000000000
3.207000000000,2.857904804301,35.052967606790,0.000000000000
3.208000000000,2.859026909710,35.011254838943,0.000000000000
3.209000000000,2.860148924522,34.969453304788,0.000000000000
3.210000000000,2.861270848844,34.927562659849,0.000000000000
3.211000000000,2.862392682782,34.885582555609,0.000000000000
3.212000000000,2.863514426443,34.843512639454,0.000000000000
3.213000000000,2.864636079932,34.801352554612,0.000000000000
3.214000000000,2.865757643355,34.759101940101,0.000000000000
3.215000000000,2.866879116818,34.716760430660,0.000000000000
3.216000000000,2.868000500426,34.674327656697,0.000000000000
3.217000000000,2.869121794286,34.631803244222,0.000000000000
3.218000000000,2.870242998501,34.589186814788,0.000000000000
3.219000000000,2.871364113178,34.546477985426,0.000000000000
3.220000000000,2.872485138420,34.503676368577,0.000000000000
3.221000000000,2.873606074334,34.460781572032,0.000000000000
3.222000000000,2.874726921022,34.417793198861,0.000000000000
3.223000000000,2.875847678589,34.374710847347,0.000000000000
3.224000000000,2.876968347140,34.331534110913,0.000000000000
3.225000000000,2.878088926779,34.288262578056,0.000000000000
3.226000000000,2.879209417609,34.244895832274,0.000000000000
3.227000000000,2.880329819734,34.201433451989,0.000000000000
3.228000000000,2.881450133257,34.157875010478,0.000000000000
3.229000000000,2.882570358282,34.114220075796,0.000000000000
3.230000000000,2.883690494912,34.070468210697,0.000000000000
3.231000000000,2.884810543250,34.026618972557,0.000000000000
3.232000000000,2.885930503399,33.982671913295,0.000000000000
3.233000000000,2.887050375460,33.938626579291,0.000000000000
3.234000000000,2.888170159538,33.894482511303,0.000000000000
3.235000000000,2.889289855734,33.850239244384,0.000000000000
3.236000000000,2.890409464150,33.805896307797,0.000000000000
3.237000000000,2.891528984888,33.761453224927,0.000000000000
3.238000000000,2.892648418050,33.716909513190,0.000000000000
3.239000000000,2.893767763738,33.672264683948,0.000000000000
3.240000000000,2.894887022052,33.627518242413,0.000000000000
