#<MCEnsembleInfo>clover_s32_t256_ud860_s743</MCEnsembleInfo>
 # MomRay ar # P^2 = 0 # Box Irrep A1g

E_lab,E_cm
3.943126382222,3.943126382222
5.579155202670,5.579155202670
5.579169162750,5.579169162750
6.302582710962,6.302582710962
6.799488235893,6.799488235893
7.565108625045,7.565108625045
8.432195819609,8.432195819609
