#<MCEnsembleInfo>clover_s32_t256_ud860_s743</MCEnsembleInfo>
 # MomRay ar # P^2 = 0 # Box Irrep T1u

E_lab,E_cm
4.739288256725,4.739288256725
5.713430341035,5.713430341035
6.354866323064,6.354866323064
6.815709971993,6.815709971993
7.572763389230,7.572763389230
8.448249981297,8.448249981297
